Name,Date,Time,Venue,Address,Tickets Buying Urls,Filter
HEADLINER TBA :: SUNDAY,"5 Feb,6 Feb","10:00 pm GMT-5,4:00 am GMT-5","Somewhere Nowhere NYC - Lounge, Nightclub & Rooftop Pool","112 W 25th St, New York, NY, United States",https://allevents.in/mobile/amp-event.php?event_id=10000461140693227,next_week
Grupo Niche,11 Feb,"8:00 pm GMT-5,11:00 pm GMT-5",Lehman Center for the Performing Arts,"Concert Hall, 250 Bedford Park Blvd W, The Bronx, NY, United States",https://mpv.tickets.com/?pid=9138084&agency=LEHV_PL_MPV | https://www.songkick.com/concerts/40818168-grupo-niche-at-lehman-center-for-the-performing-arts?utm_medium=organic&utm_source=microformat | https://www.broadwayworld.com/regionalbuytickets.cfm?id=3624497&advertiser=2&website=https://https://www.lehmancenter.org/events/grupo-niche | https://www.eventticketscenter.com/grupo-niche-bronx-02-11-2023/5330149/t | https://allevents.in/bronx/el-grupo-niche/80001376048889,month
TR/ST,17 Feb,9:00 pm GMT-5,Racket NYC,"431 W 16th St, New York, NY, United States",https://www.axs.com/events/456786/tr-st-tickets | https://festivaly.eu/en/trst-racket-nyc-new-york-2023 | https://pix11.com/calendar/?_escaped_fragment_=/show/?start=2021-03-01#!/details/TR-ST/11171433/2023-02-17T21 | https://www.songkick.com/concerts/40747658-trst-at-racket-nyc | https://www.stubhub.com/tr-st-tickets/performer/1509803/,month
Lea DeLaria: Fuck Love,14 Feb,9:30 pm GMT-5,Joe's Pub,"425 Lafayette St, New York, NY, United States",https://www.eventticketscenter.com/lea-delaria-new-york-02-14-2023/5473490/t | https://publictheater.org/productions/joes-pub/2023/l/lea-delaria/ | https://www.shazam.com/artist/lea-delaria/629754 | https://pix11.com/calendar/?_escaped_fragment_=/show/?start=2022-04-20#!/details/Lea-DeLaria/11328773/2023-02-14T21,month
Elvis Costello,"20 Feb,21 Feb","7:00 pm GMT-5,12:00 am GMT-5",Gramercy Theatre,"127 E 23rd St, New York, NY, United States",https://festivaly.eu/en/elvis-costello-gramercy-theatre-new-york-2023-5 | https://www.concertarchives.org/concerts/elvis-costello-cffda7f2-3291-477f-acc7-e8cb5bf6844b#ticket-section | https://www.ticketsource.com/2143153/Elvis-Costello | https://www.expedia.com/event-tickets/event/elvis-costello-tickets-gramercy-theatre-new-york-ny-2-20-2023-5282129 | https://pix11.com/calendar/?_escaped_fragment_=/show/?start=2021-03-03#!/details/Steve-Nieve-Elvis-Costello/10936374/2023-02-20T19,month
Hiromi & Michel Camilo,28 Feb,8:00 pm GMT-5,Blue Note Jazz Club,"131 W 3rd St, New York, NY, United States",https://www.ticketweb.com/event/hiromi-michel-camilo-blue-note-jazz-club-tickets/12317575 | https://festivaly.eu/en/hiromi-michel-camilo-blue-note-jazz-club-new-york-2023 | https://patch.com/new-york/new-york-city/calendar/event/20230228/7c7f565d-d607-4e5d-a6c0-c99524525b57/hiromi-michel-camilo | https://www.stubhub.com/SellTickets/FindEvent/32213 | https://www.allaboutjazz.com/musicians/michel-camilo,month
Viagra Boys,16 Feb,"8:00 pm GMT-5,11:00 pm GMT-5",Elsewhere,"599 Johnson Ave, Brooklyn, NY, United States",https://dice.fm/event/woerp-viagra-boys-16th-feb-elsewhere-the-hall-new-york-tickets | https://www.eventbrite.com/e/viagra-boys-tickets-486982286127 | https://donyc.com/events/2023/2/16/viagra-boys-tickets | https://www.songkick.com/concerts/40732269-viagra-boys-at-hall-elsewhere | https://www.festivalpass.com/events/viagra-boys-5397187,month
No Stylist Tour,"17 Feb,18 Feb","8:00 pm GMT-5,12:00 am GMT-5",The Paramount,"370 New York Ave, Huntington, NY, United States",https://festivaly.eu/en/destroy-lonely-no-stylist-tour-the-paramount-huntington-2023 | https://www.closeseats.com/huntington/rap-hip-hop/destroy-lonely-tickets/5438881 | https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fdestroy-lonely-no-stylist-tour-huntington-new-york-02-17-2023%2Fevent%2F00005D6ED1FC32F7 | https://donyc.com/events/2023/2/17/destroy-lonely-no-stylist-tour-tickets | https://www.songkick.com/concerts/40749895-destroy-lonely-at-paramount,month
Gregory Porter,"11 Feb,12 Feb","8:00 pm GMT-5,12:00 am GMT-5",Kings Theatre,"1027 Flatbush Ave, Brooklyn, NY, United States",https://festivaly.eu/en/gregory-porter-kings-theatre-brooklyn-2023 | http://ticketmaster.evyy.net/c/253185/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fgregory-porter-brooklyn-new-york-02-11-2023%2Fevent%2F30005CD138342103%3FCAMEFROM%3DCFC_KINGSTHEATRE_WEB_KINGS-SITE_PORTER | https://www.closeseats.com/brooklyn/jazz-blues/gregory-porter-tickets/5199196 | https://www.kingstheatre.com/calendar/gregory-porter/ | https://clubquartershotels.com/events/gregory-porter-bed583fc-07b1-5c2c-b3f2-d2241922a4a3,month
Morgan Wade,27 Feb,"7:00 pm GMT-5,11:00 pm GMT-5",The Bowery Ballroom,"6 Delancey St, New York, NY, United States",https://festivaly.eu/en/morgan-wade-bowery-ballroom-new-york-2023-1 | https://www.eventticketscenter.com/morgan-wade-new-york-02-27-2023/5345551/t | https://www.ticketsource.com/2158130/Morgan-Wade | https://thecountryscene.com/calendar/morgan-wade-at-bowery-ballroom/ | https://pix11.com/calendar/?_escaped_fragment_=/show/?start=2021-03-13#!/details/Morgan-Wade/10936385/2023-02-27T19,month
JY Park,"10 Feb,11 Feb","8:00 pm GMT-5,1:00 am GMT-5",Kings Theatre,"1027 Flatbush Ave, Brooklyn, NY, United States",https://www.axs.com/events/463137 | https://www.eventticketscenter.com/jypark-brooklyn-02-10-2023/5470598/t | https://www.closeseats.com/brooklyn/pop-rock-concerts/j-y-park-tickets/5470598 | https://www.nyc.com/events/jypark.1639562/ | https://www.rateyourseats.com/mobile/tickets/events/jy-park-february-10-2023-4229978,month
KENIA OS - K23 TOUR,"18 Mar,19 Mar","7:00 pm GMT-5,12:00 am GMT-5",Irving Plaza,"17 Irving Pl, New York, NY, United States",https://festivaly.eu/en/kenia-os-k23-tour-irving-plaza-new-york-2023 | https://gametime.co/concert/kenia-os-tickets/3-18-2023-new-york-ny-irving-plaza/events/6331c5c200bd4500016dfb7a?utm_medium=organic&utm_source=microformat | https://www.eventticketscenter.com/kenia-os-new-york-03-18-2023/5340590/t | https://seatgeek.com/kenia-os-tickets/new-york-new-york-irving-plaza-2023-03-18-7-pm/concert/5818139 | https://donyc.com/events/2023/3/18/kenia-os-k23-tour-tickets,next_month
Muse: Will Of The People Tour,17 Mar,"6:30 pm GMT-5,10:30 pm GMT-5",Madison Square gardens,"Madison Square N, New York, NY, United States",https://www.axs.com/events/451128/muse-tickets | https://seatgeek.com/muse-with-evanescence-tickets/new-york-new-york-madison-square-garden-2023-03-17-6-30-pm/concert/5826365?utm_source=google&utm_medium=event-interface | https://ticketmaster.evyy.net/c/253185/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmuse-will-of-the-people-tour-new-york-new-york-03-17-2023%2Fevent%2F3B005D37E9462770 | https://www.songkick.com/concerts/40665894-muse-at-madison-square-garden?utm_medium=organic&utm_source=microformat | https://www.msg.com/calendar/madison-square-garden-march-2023-muse,next_month
Key Glock,18 Mar,"6:00 pm GMT-5,10:00 pm GMT-5",Knockdown Center,"52-19 Flushing Ave, Queens, NY, United States",https://dice.fm/event/5x3ly-siriusxms-hip-hop-nation-presents-key-glock-glockoma-tour-18th-mar-knockdown-center-new-york-tickets | https://www.bandsintown.com/t/103956898?came_from=209 | https://festivaly.eu/en/key-glock-knockdown-center-maspeth-2023 | https://pix11.com/calendar/#!/details/Key-Glock-Big-Scarr/11258687/2023-03-18T19 | https://www.ticketswap.com/event/siriusxms-hip-hop-nation-presents-key-glock-glockoma-tour/4547e664-118b-41b2-8294-07628c157969,next_month
Wizkid,14 Mar,7:30 pm GMT-5,,"Brooklyn, NY, USA",https://www.axs.com/events/457230/wizkid-tickets | https://seatgeek.com/wizkid-more-love-less-ego-tour-tickets/brooklyn-new-york-barclays-center-2023-03-14-7-30-pm/concert/5868045?utm_source=google&utm_medium=event-interface | https://www.vividseats.com/wizkid-tickets-brooklyn-barclays-center-3-14-2023--concerts-reggae/production/4204162?utm_medium=organic&utm_source=google_eventsearch | https://www.barclayscenter.com/events/detail/wizkid-2023 | https://www.ticketmaster.com/wizkid-more-love-less-ego-tour-brooklyn-03-14-2023/event/Z7r9jZ1AdQZ-y,next_month
Sarah Millican,31 Mar,"7:30 pm GMT-5,11:30 pm GMT-5",Beacon Theatre,"2124 Broadway, New York, NY, United States",https://www.ticketmaster.com/sarah-millican-bobby-dazzler-new-york-new-york-03-31-2023/event/3B005D35A660148C | https://www.vividseats.com/sarah-millican-tickets-new-york-beacon-theatre-3-31-2023--theater-comedy/production/4125645?utm_medium=organic&utm_source=google_eventsearch | https://gametime.co/comedy/sarah-millican-tickets/3-31-2023-new-york-ny-beacon-theatre/events/633345838eeaba0001d30588?utm_medium=organic&utm_source=microformat | https://www.msg.com/calendar/beacon-theatre-march-2023-sarah-millican/3B005D35A660148C | https://www.captainticket.com/NY/New-York-Events/Cheap-Sarah-Millican-Tickets-Beacon-Theatre-NY-2023-03-31-19-30-00-2160785,next_month
Morgan Wade,1 Mar,,The Bowery Ballroom,"6 Delancey St, New York, NY, United States",https://festivaly.eu/en/morgan-wade-bowery-ballroom-new-york-2023 | https://www.concertarchives.org/concerts/morgan-wade-6b11e9ec-07b9-4f42-a6f7-9fc22b758400#ticket-section | https://www.ticketsource.com/2158111/Morgan-Wade | https://mercuryeastpresents.com/tm-attraction/morgan-wade/ | https://thecountryscene.com/calendar/morgan-wade-at-bowery-ballroom-2/,next_month
Jessie Murph,3 Mar,"6:00 pm GMT-5,11:00 pm GMT-5",The Mercury Lounge,"217 E Houston St, New York, NY, United States",https://ticketmaster.evyy.net/c/253185/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fjessie-murph-new-york-new-york-03-03-2023%2Fevent%2F00005D5BBCB03F16 | https://www.bandsintown.com/t/103871514?came_from=209 | https://festivaly.eu/en/jessie-murph-mercury-lounge-new-york-2023 | https://gametime.co/concert/jessie-murph-tickets/3-3-2023-new-york-ny-mercury-lounge/events/63629aab091a660001264063?utm_medium=organic&utm_source=microformat | https://mercuryeastpresents.com/tm-attraction/jessie-murph/,next_month
Noel Miller,23 Mar,"7:30 pm GMT-5,11:30 pm GMT-5",The Town Hall,"123 W 43rd St, New York, NY, United States",https://www.ticketmaster.com/noel-miller-everything-is-fked-new-york-new-york-03-23-2023/event/03005D3023D807D4 | https://www.vividseats.com/noel-miller-tickets-new-york-town-hall-new-york-3-23-2023--theater-comedy/production/4133174?utm_medium=organic&utm_source=google_eventsearch | https://gametime.co/comedy/noel-miller-tickets/3-23-2023-new-york-ny-the-town-hall/events/63387948460e2000019cf0d0?utm_medium=organic&utm_source=microformat | https://prf.hn/click/camref:1011l9QnS/destination:https://www.stubhub.com/noel-miller-new-york-tickets-3-23-2023/event/150491720/ | http://the-townhall-nyc.org/?utm_source=jambase,next_month
A Beautiful Noise @ Broadhurst Theatre,11 Mar,"2:00 pm GMT-5,11:00 pm GMT-5",Broadhurst Theatre,"235 W 44th St, New York, NY, United States",https://www.vividseats.com/a-beautiful-noise-tickets-new-york-broadhurst-theatre-3-11-2023--theater-musical/production/3987996?utm_medium=organic&utm_source=google_eventsearch | https://www.bandsintown.com/e/1025485113-a-beautiful-noise-at-broadhurst-theatre?came_from=209 | https://www.eventticketscenter.com/a-beautiful-noise-the-neil-diamond-musical-new-york-03-11-2023/5191937/t | https://www.boxofficeticketsales.com/5191937/a-beautiful-noise-the-neil-diamond-musical-tickets-sat-3-11-2023-broadhurst-theatre | https://www.ticketsmarter.com/e/a-beautiful-noise-the-neil-diamond-musical-tickets-new-york-3-11-2023-broadhurst-theatre/5191937,next_month
Sarah Silverman,16 Mar,"7:30 pm GMT-5,11:30 pm GMT-5",Beacon Theatre,"2124 Broadway, New York, NY, United States",https://www.msg.com/calendar/beacon-theatre-march-2023-sarah-silverman/3B005D81D6112464 | https://www.ticketmaster.com/sarah-silverman-grow-some-lips-new-york-new-york-03-16-2023/event/3B005D81D6112464 | https://www.vividseats.com/sarah-silverman-tickets-new-york-beacon-theatre-3-16-2023--theater-comedy/production/4227814?utm_medium=organic&utm_source=google_eventsearch | https://www.eventticketscenter.com/sarah-silverman-new-york-03-16-2023/5468065/t | https://www.boxofficeticketsales.com/5468065/sarah-silverman-tickets-thu-3-16-2023-beacon-theatre-ny,next_month
Patti LaBelle,12 Mar,"7:00 pm GMT-5,11:00 pm GMT-5",Kings Theatre,"1027 Flatbush Ave, Brooklyn, NY, United States",https://www.ticketmaster.com/patti-labelle-with-special-guest-will-brooklyn-new-york-03-12-2023/event/30005D410CBD3050 | http://ticketmaster.evyy.net/c/253185/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fpatti-labelle-brooklyn-new-york-03-12-2023%2Fevent%2F30005D410CBD3050%3FCAMEFROM%3DCFC_KINGSTHEATRE_WEB_KINGS-SITE_PATTI-LABELLE | https://www.vividseats.com/patti-labelle-tickets-brooklyn-kings-theatre-3-12-2023--concerts-rb/production/4137642?utm_medium=organic&utm_source=google_eventsearch | https://www.bandsintown.com/t/1026374361?came_from=209 | https://festivaly.eu/en/patti-labelle-kings-theatre-brooklyn-2023,next_month
A Beautiful Noise - The Neil Diamond Musical,15 Mar,"2:00 pm GMT-5,5:00 pm GMT-5",Broadhurst Theatre,"235 W 44th St, New York, NY, United States",https://www.vividseats.com/a-beautiful-noise-tickets-new-york-broadhurst-theatre-3-15-2023--theater-musical/production/3988000?utm_medium=organic&utm_source=google_eventsearch | https://www.eventticketscenter.com/a-beautiful-noise-the-neil-diamond-musical-new-york-03-15-2023/5191941/t | https://www.ticketsmarter.com/e/a-beautiful-noise-the-neil-diamond-musical-tickets-new-york-3-15-2023-broadhurst-theatre/5191941 | https://www.meetandgreetticket.com/Events/5191941/A-Beautiful-Noise-The-Neil-Diamond-Musical-Tickets | https://seatgeek.com/a-beautiful-noise-new-york-tickets/broadhurst-theatre-2023-03-15-2-pm/broadway/5730494,next_month
Wolfe Tones,15 Mar,"7:30 pm GMT-5,11:30 pm GMT-5",The Town Hall,"123 W 43rd St, New York, NY, United States",https://www.ticketmaster.com/live-the-wolfe-tones-youll-never-new-york-new-york-03-15-2023/event/03005D57ED6D619A | https://www.bandsintown.com/t/1026607787?came_from=209 | https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Flive-the-wolfe-tones-youll-never-new-york-new-york-03-15-2023%2Fevent%2F03005D57ED6D619A | https://www.viagogo.com/E-150597486 | https://click.linksynergy.com/deeplink?id=4PGeUcTDwJs&mid=47126&murl=https%3A%2F%2Fseatgeek.com%2Fthe-wolfe-tones-tickets%2Fnew-york-new-york-the-town-hall-new-york-2023-03-15-7-30-pm%2Fconcert%2F5860136%3Faid%3D13185,next_month
Wolfe Tones @ The Town Hall,16 Mar,"7:30 pm GMT-5,11:30 pm GMT-5",The Town Hall,"123 W 43rd St, New York, NY, United States",https://www.ticketmaster.com/live-the-wolfe-tones-youll-never-new-york-new-york-03-16-2023/event/03005D57ED6E619C | https://www.vividseats.com/wolfe-tones-tickets-new-york-town-hall-new-york-3-16-2023--concerts-world-music/production/4181754?utm_medium=organic&utm_source=google_eventsearch | https://www.bandsintown.com/t/1026607953?came_from=209 | https://www.viagogo.com/E-150597487 | https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Flive-the-wolfe-tones-youll-never-new-york-new-york-03-16-2023%2Fevent%2F03005D57ED6E619C,next_month
A Beautiful Noise,"23 Mar,24 Mar","7:00 pm GMT-5,12:00 am GMT-5",Broadhurst Theatre,"235 W 44th St, New York, NY, United States",https://www.vividseats.com/a-beautiful-noise-tickets-new-york-broadhurst-theatre-3-23-2023--theater-musical/production/3988010?utm_medium=organic&utm_source=google_eventsearch | https://www.bigtowntickets.com/Events/Broadway-Tickets/A-Beautiful-Noise-The-Neil-Diamond-Musical-2023-03-23-19-00-00 | https://www.ticketsmarter.com/e/a-beautiful-noise-the-neil-diamond-musical-tickets-new-york-3-23-2023-broadhurst-theatre/5191951 | https://www.closeseats.com/new-york/broadway/a-beautiful-noise-the-neil-diamond-musical-tickets/5191951 | https://seatgeek.com/a-beautiful-noise-new-york-tickets/broadhurst-theatre-2023-03-23-7-pm/broadway/5730504,next_month
New York Philharmonic,25 Mar,"2:00 pm GMT-5,11:30 pm GMT-5",Vivian Beaumont Theater,"150 W 65th St, New York, NY, United States",https://www.vividseats.com/metropolitan-opera-tickets-new-york-metropolitan-opera-house-3-25-2023--theater-opera/production/3887687?utm_medium=organic&utm_source=google_eventsearch | https://festivaly.eu/en/new-york-philharmonic-david-geffen-hall-new-york-2023-13 | https://www.eventticketscenter.com/camelot-new-york-03-25-2023/5434108/t | https://seatgeek.com/camelot-new-york-tickets/theater/2023-03-25-2-pm/5882098 | https://pix11.com/calendar/#!/details/New-York-Philharmonic/10557390/2023-03-25T20,next_month
The Residents,30 Mar,"7:30 pm GMT-5,11:00 pm GMT-5",LPR,"158 Bleecker St, New York, NY, United States",https://dice.fm/event/q82p9-the-residents-30th-mar-le-poisson-rouge-new-york-tickets | https://www.songkick.com/concerts/40789688-residents-at-le-poisson-rouge?utm_medium=organic&utm_source=microformat | https://www.bandsintown.com/t/1026930495?came_from=209 | https://ra.co/events/1631144 | https://donyc.com/artists/the-residents,next_month
A Beautiful Noise,"18 Mar,19 Mar","2:00 pm GMT-5,1:00 am GMT-5",Broadhurst Theatre,"235 W 44th St, New York, NY, United States",https://www.vividseats.com/a-beautiful-noise-tickets-new-york-broadhurst-theatre-3-18-2023--theater-musical/production/3988004?utm_medium=organic&utm_source=google_eventsearch | https://www.eventticketscenter.com/a-beautiful-noise-the-neil-diamond-musical-new-york-03-18-2023/5191945/t | https://www.ticketsmarter.com/e/a-beautiful-noise-the-neil-diamond-musical-tickets-new-york-3-18-2023-broadhurst-theatre/5191945 | https://www.closeseats.com/new-york/broadway/a-beautiful-noise-the-neil-diamond-musical-tickets/5191946 | https://seatgeek.com/a-beautiful-noise-new-york-tickets/broadhurst-theatre-2023-03-18-2-pm/broadway/5730498,next_month
Ingrid Andress,15 Mar,"7:00 pm GMT-5,11:00 pm GMT-5",Gramercy Theatre,"127 E 23rd St, New York, NY, United States",https://ticketmaster.evyy.net/c/253185/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fingrid-andress-new-york-new-york-03-15-2023%2Fevent%2F00005D6BB6894DC4 | https://www.vividseats.com/ingrid-andress-tickets-new-york-gramercy-theatre-3-15-2023--concerts-country-and-folk/production/4204064?utm_medium=organic&utm_source=google_eventsearch | https://www.bandsintown.com/t/1026724769?came_from=209 | https://gametime.co/concert/ingrid-andress-tickets/3-15-2023-new-york-ny-gramercy-theatre/events/63740bfd4ceb1900018fe6b1?utm_medium=organic&utm_source=microformat | https://seatgeek.com/ingrid-andress-tickets/new-york-new-york-gramercy-theatre-2023-03-15-7-pm/concert/5871048,next_month
New York Philharmonic: Hilary Hahn,8 Mar,,David Geffen Hall,"10 Lincoln Center Plaza, New York, NY, United States",https://www.closeseats.com/new-york/classical/new-york-philharmonic-hilary-hahn-tickets/5136868 | https://nyphil.org/about-us/artists/hilary-hahn | https://pix11.com/calendar/#!/details/Hilary-Hahn/11177441/2023-03-07T19 | https://www.songkick.com/concerts/40737635-hilary-hahn-at-david-geffen-hall-lincoln-center | https://www.stubhub.com/hilary-hahn-new-york-tickets-3-7-2023/event/150307481/,next_month
A Beautiful Noise - The Neil Diamond Musical,1 Mar,"2:00 pm GMT-5,5:00 pm GMT-5",Broadhurst Theatre,"235 W 44th St, New York, NY, United States",https://www.vividseats.com/a-beautiful-noise-tickets-new-york-broadhurst-theatre-3-1-2023--theater-musical/production/3987930?utm_medium=organic&utm_source=google_eventsearch | https://www.eventticketscenter.com/a-beautiful-noise-the-neil-diamond-musical-new-york-03-01-2023/5191925/t | https://www.ticketsmarter.com/e/a-beautiful-noise-the-neil-diamond-musical-tickets-new-york-3-1-2023-broadhurst-theatre/5191925 | https://www.ticketsource.com/2094014/A-Beautiful-Noise | https://seatgeek.com/a-beautiful-noise-new-york-tickets/broadhurst-theatre-2023-03-01-2-pm/broadway/5730478,next_month
Patti LuPone,19 Mar,"7:00 pm GMT-5,11:00 pm GMT-5",tilles center,"720 Northern Blvd, Brookville, NY, United States",https://www.vividseats.com/patti-lupone-tickets-brookville-tilles-center-concert-hall-3-19-2023--concerts-adult-contemporary/production/4051561?utm_medium=organic&utm_source=google_eventsearch | https://www.bandsintown.com/t/1025881548?came_from=209 | https://festivaly.eu/en/patti-lupone-dont-monkey-with-broadway-tilles-center-concert-hall-brookville-2023 | https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fpatti-lupone-dont-monkey-with-broadway-brookville-new-york-03-19-2023%2Fevent%2F00005CEDF39F6FCD | https://seatgeek.com/patti-lupone-tickets/brookville-new-york-tilles-center-concert-hall-1-2023-03-19-7-pm/concert/5819337,next_month
Lainey Wilson’s Country With A Flare Tour,16 Mar,,Brooklyn Bowl,"61 Wythe Ave, Brooklyn, NY, United States",https://festivaly.eu/en/lainey-wilsons-country-with-a-flare-tour-brooklyn-bowl-nashville-nashville-2023-1 | https://www.closeseats.com/nashville/country-concerts/lainey-wilson-tickets/5413842 | https://www.ticketsource.com/2186870/Lainey-Wilson | https://www.brooklynbowl.com/nashville/events/detail/lainey-wilson-s-country-with-a-flare-tour-12634885 | https://do615.com/events/2023/3/15/lainey-wilson-s-country-with-a-flare-tour-tickets,next_month
A Beautiful Noise @ Broadhurst Theatre,4 Mar,"2:00 pm GMT-5,11:00 pm GMT-5",Broadhurst Theatre,"235 W 44th St, New York, NY, United States",https://www.vividseats.com/a-beautiful-noise-tickets-new-york-broadhurst-theatre-3-4-2023--theater-musical/production/3987934?utm_medium=organic&utm_source=google_eventsearch | https://www.bandsintown.com/e/1025485036-a-beautiful-noise-at-broadhurst-theatre?came_from=209 | https://www.eventticketscenter.com/a-beautiful-noise-the-neil-diamond-musical-new-york-03-04-2023/5191929/t | https://www.ticketsmarter.com/e/a-beautiful-noise-the-neil-diamond-musical-tickets-new-york-3-4-2023-broadhurst-theatre/5191929 | https://www.closeseats.com/new-york/broadway/a-beautiful-noise-the-neil-diamond-musical-tickets/5191929,next_month
Kelela @ Webster Hall,17 Mar,"7:30 pm GMT-5,10:30 pm GMT-5",Webster Hall,"125 E 11th St, New York, NY, United States",https://www.axs.com/events/458640/kelela-tickets | https://seatgeek.com/kelela-16-tickets/new-york-new-york-webster-hall-2023-03-17-7-30-pm/concert/5892589 | https://donyc.com/artists/kelela | https://www.ticketswap.com/event/kelela/3c796101-2cc1-4c78-91de-eb8396a0f204 | https://www.vividseats.com/kelela-tickets-new-york-webster-hall-3-17-2023--concerts-pop/production/4229083,next_month
DOPE @ Irving Plaza,19 Mar,"6:00 pm GMT-5,10:00 pm GMT-5",Irving Plaza,"17 Irving Pl, New York, NY, United States",https://ticketmaster.evyy.net/c/253185/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fstaticx-rise-of-the-machine-2023-new-york-new-york-03-19-2023%2Fevent%2F00005B2A9ABF4AFD | https://www.songkick.com/concerts/40014951-staticx-at-irving-plaza?utm_medium=organic&utm_source=microformat | https://www.unionsquarenyc.org/events-page/static-x | https://m.facebook.com/events/irving-plaza/static-x-rise-of-the-machine-2023/436536637768770/ | https://seatgeek.com/static-x-with-fear-factory-and-dope-and-twiztid-16-tickets/new-york-new-york-irving-plaza-2023-03-19-6-pm/concert/5623310,next_month
ELDERBROOK: LITTLE LOVE TOUR,"24 Mar,25 Mar","7:00 pm GMT-5,1:00 am GMT-5",Avant Gardner,"140 Stewart Ave, Brooklyn, NY, United States",https://ra.co/events/1611514 | https://dice.fm/event/d6x6e-elderbrook-little-love-tour-24th-mar-great-hall-at-avant-gardner-new-york-tickets | https://www.bandsintown.com/t/1026607656?came_from=209 | https://www.avant-gardner.com/events/2022/03/24/elderbrook | https://m.facebook.com/events/522481379365147/,next_month
Shuba @ Mercury Lounge,21 Mar,"6:00 pm GMT-5,10:00 pm GMT-5",The Mercury Lounge,"217 E Houston St, New York, NY, United States",https://www.vividseats.com/shuba-tickets-new-york-mercury-lounge-ny-3-21-2023--concerts-pop/production/4227074?utm_medium=organic&utm_source=google_eventsearch | https://www.bandsintown.com/t/1026901905?came_from=209 | https://www.cheaptickets.com/events/tickets/shuba-artist-5470349 | https://festivaly.eu/en/shuba-mercury-lounge-new-york-2023 | https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fshuba-new-york-new-york-03-21-2023%2Fevent%2F00005D8100D49055,next_month
Michael Tilson Thomas w/ New York Philharmonic,"9 Mar,12 Mar","7:30 pm GMT-5,2:00 pm GMT-5",David Geffen Hall,"10 Lincoln Center Plaza, New York, NY, United States",https://www.music-opera.com/en/lincoln-center-david-geffen-hall-etats-unis-new-york-ny/meditations-on-rilke-tilson-thomas-symphony-no-9-d-944-schubert-1227856.html | https://nyphil.org/concerts-tickets/Tickets/SelectSection?Perf=5635 | https://www.ticketmaster.com/michael-tilson-thomas-w-new-york-new-york-03-09-2023/event/Z7r9jZ1Ad403o | https://pix11.com/calendar/?_escaped_fragment_=/show/?start=2021-03-15#!/details/Michael-Tilson-Thomas/10530696/2023-03-09T19 | https://www.stubhub.com/michael-tilson-thomas-new-york-tickets-3-9-2023/event/150438431/,next_month
A Beautiful Noise @ Broadhurst Theatre,21 Mar,"7:00 pm GMT-5,10:00 pm GMT-5",Broadhurst Theatre,"235 W 44th St, New York, NY, United States",https://www.vividseats.com/a-beautiful-noise-tickets-new-york-broadhurst-theatre-3-21-2023--theater-musical/production/3988007?utm_medium=organic&utm_source=google_eventsearch | https://www.bandsintown.com/e/1025484988-a-beautiful-noise-at-broadhurst-theatre?came_from=209 | https://www.ticketsmarter.com/e/a-beautiful-noise-the-neil-diamond-musical-tickets-new-york-3-21-2023-broadhurst-theatre/5191948 | https://www.closeseats.com/new-york/broadway/a-beautiful-noise-the-neil-diamond-musical-tickets/5191948 | https://www.ticketsource.com/2094001/A-Beautiful-Noise,next_month
The Church,"30 Mar,31 Mar","7:00 pm GMT-5,12:00 am GMT-5",Gramercy Theatre,"127 E 23rd St, New York, NY, United States",https://www.songkick.com/concerts/40749423-church-at-gramercy-theatre?utm_medium=organic&utm_source=microformat | https://www.bandsintown.com/t/1026753011?came_from=209 | https://prf.hn/click/camref:1011l9QnS/destination:https://www.stubhub.com/the-church-new-york-tickets-3-30-2023/event/151231059/ | https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fthe-church-new-york-new-york-03-30-2023%2Fevent%2F00005D6BD26275F4 | https://click.linksynergy.com/deeplink?id=4PGeUcTDwJs&mid=47126&murl=https%3A%2F%2Fseatgeek.com%2Fthe-church-tickets%2Fnew-york-new-york-gramercy-theatre-2023-03-30-7-pm%2Fconcert%2F5875445%3Faid%3D13185,next_month
