Name,Date,Time,Venue,Address,Tickets Buying Urls,Filter
BARWEST — PETE ALEXANDER,,,"94105, San Francisco, CA",,https://www.djpetealexander.com/events/2023/2/24/barwest,next_week
Shaded,,,Monarch,"101 6th St, San Francisco, CA",https://www.eventbrite.com/e/shaded-tickets-519136399947 | https://app.discotech.me/events/37336246-shaded-lyja-lisa-rose-cole-odin-elz-at-monarch | https://allevents.in/san%20francisco/shaded/10000519136399947 | https://dothebay.com/events/2023/2/24/shaded-tickets,next_week
Mean Girls,,,Golden Gate Theatre,"1 Taylor St, San Francisco, CA",https://www.ticketsource.com/2120061/Mean-Girls | https://www.goldengatetheatresf.com/events/mean-girls-44/ | https://dothebay.com/events/2023/2/23/mean-girls-tickets | https://www.stubhub.com/mean-girls-san-francisco-san-francisco-tickets-2-23-2023/event/150569368/ | https://www.rateyourseats.com/tickets/events/mean-girls-the-musical-february-23-2023-3999293,next_week
Parlor Tricks,,,Tupelo,"1337 Grant Ave, San Francisco, CA",https://www.tupelosf.com/events/parlor-tricks-7 | https://dothebay.com/events/2023/2/26/parlor-tricks-tickets,next_week
Volunteer  at St. Anthony's   — IN: SAN FRANCISCO,,,St. Anthony’s Free Clothing Program,"121 Golden Gate Ave 2nd Fl, San Francisco, CA",https://www.areyouinsf.net/classes/volunteer-92afj-wwjb6-76spx-mbjg5-6jc76-xfem6-23848,next_week
Music Saturday at Amado's,,"10:00 PM GMT-5,1:30 AM GMT-5",Amado's,"998 Valencia St, San Francisco, CA",https://www.eventbrite.com/e/music-saturday-at-amados-tickets-529001346267 | https://dothebay.com/events/2023/2/25/music-saturday-at-amado-s-tickets | https://www.unation.com/event/music-saturday-at-amados-14571954 | https://allevents.in/mobile/amp-event.php?event_id=10000529001346267,next_week
Rita Moreno,,,Cal Performances,"101 Zellerbach Hall, Berkeley, CA",https://www.todaytix.com/sf-bay-area/shows/27680-a-conversation-with-rita-moreno | https://www.vividseats.com/rita-moreno-tickets-berkeley-zellerbach-auditorium-2-26-2023--concerts-blues-and-jazz/production/4195225?utm_medium=organic&utm_source=google_eventsearch | https://www.ticketcity.com/san-francisco-tickets/zellerbach-auditorium-tickets/rita-moreno-feb-26-2023-4195225.html?aid=2658 | https://datebook.sfchronicle.com/event/dance/a-conversation-with-rita-moreno | https://dothebay.com/events/2023/2/26/a-conversation-with-rita-moreno-tickets,month
The Day You Begin: A Play With Lots Of Music!,,"10:30 AM GMT-5,11:30 PM GMT-5",Bay Area Children's Theatre,"2055 Center St, Berkeley, CA",https://www.kron4.com/community/calendar/?_escaped_fragment_=/show/?start=2022-05-05#!/details/The-Day-You-Begin-A-Play-With-Lots-Of-Music-/11428348/2023-02-18T10 | https://www.ronniesawesomelist.com/ronnies-awesome-list/the-day-you-begin-3,month
,,"2:00  GMT-5,3:15 PM GMT-5",Grace Cathedral,"1100 California St, San Francisco, CA",https://gracecathedral.org/calendar-events/choral-eucharist-2-19/ | https://nobhillassociation.org/event/zoom-time-for-families-with-children/2023-02-19/,month
Kountry Wayne,,,Paramount Theatre Oakland,"2025 Broadway, Oakland, CA",https://www.eventticketscenter.com/kountry-wayne-oakland-02-18-2023/5465596/t | https://allevents.in/oakland/kountry-wayne-help-is-on-the-way-comedy-tour/210002984971447 | https://www.closeseats.com/oakland/comedy-shows-near-me/kountry-wayne-tickets/5465596 | https://www.paramountoakland.org/events/detail/kountry-wayne-help-is-on-the-way-comedy-tour | https://www.visitoakland.com/event/kountry-wayne%3A-help-is-on-the-way-comedy-tour/29486/,month
Valentine's Super Love Jam,,"7:30 AM GMT-5,3:30 PM GMT-5",SAP Center at San Jose,"525 W Santa Clara St, San Jose, CA",https://www.ticombo.com/en/music-tickets/rock-tickets/valentines-super-love-jam-230218/55bda922-642c-4c29-8f59-8a30b2d3f317,month
The Roots Official After Party - featuring Questlove,,,August Hall,"420 Mason St, San Francisco, CA",https://www.ticketweb.com/event/the-roots-official-after-party-august-hall-tickets/12881265 | https://ticketmaster.evyy.net/c/266168/271177/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fevent%2Fthe-roots-official-after-party-august-hall-tickets%2F12881265%3FREFERRAL_ID%3Dtmfeed | https://www.ticketcity.com/san-francisco-tickets/questlove-(21-event)-feb-23-2023-4296578.html?aid=2658 | https://dothebay.com/events/2023/2/23/questlove-tickets | https://www.livenation.com/event/G5e0Z9NIP-vSC/the-roots-official-after-party-featuring-questlove,month
Saturday Storytime for Babies and Toddlers,,,"San Anselmo, CA",,https://www.townofsananselmo.org/Calendar.aspx?EID=7421&month=2&year=2023&day=8&calType=0,month
The Saturday Roller Disco - 2nd Session  - All Ages - 2:30 P.M. to 4 P.M.,,"2:30  GMT-5,4:00 PM GMT-5",Church Of 8 Wheels,"554 Fillmore St, San Francisco, CA",https://www.eventbrite.com/e/the-saturday-roller-disco-2nd-session-all-ages-230-pm-to-4-pm-tickets-153933171259 | https://allevents.in/san%20francisco/the-saturday-roller-disco-3rd-session-all-ages-4-30-pm-to-6-pm/10000503143514797,month
Grand Horizons at San Jose Stage Company,,,San Jose Stage,"490 S 1st St, San Jose, CA",https://www.broadwayworld.com/san-francisco/regional/Grand-Horizons-San-Jose,month
Storytime Science for Kids: The Moon and Stars,,,Exploratorium,"Pier 15 Embarcadero at, Green St, San Francisco, CA",https://www.exploratorium.edu/visit/calendar/storytime-science-kids-february-2023,month
The Harder They Come,,9:35 PM GMT-5,Alamo Drafthouse Cinema New Mission,"2550 Mission St, San Francisco, CA",https://dothebay.com/events/2023/2/20/the-harder-they-come-tickets,next_week
LOVE + PROPAGANDA  Saturday - Guest List,,"9:30 PM GMT-5,2:00 AM GMT-5",Love+Propaganda,"85 Campton Pl, San Francisco, CA",https://allevents.in/san%20francisco/love-propaganda-saturday-guest-list/10000482093814577?ref=eventlist-cat,next_week
Cashed Out,,,San Francisco Playhouse,"450 Post St, San Francisco, CA",https://www.feefreeticket.com/cashed-out-san-francisco-playhouse/5282605 | https://www.stagefronttickets.com/events/4026549/cashed-out-tickets-san-francisco-playhouse | https://www.eastbaymag.com/events-calendar/?_escaped_fragment_=%2Fshow%2F%3Fstart%3D2022-06-29#!/details/Cashed-Out/10909066/2023-02-25T15 | https://artscal.com/?hide_subsequent_recurrences=1&eventDisplay=venue&tribe_venue=the-district-theater-7430-monterey-st-gilroy-california-95020-2&post_type=tribe_venue#!/details/Cashed-Out/10909066/2023-02-25T15,next_week
The Headlands,,,"30 Grant Ave, San Francisco, CA",,https://www.eventticketscenter.com/the-headlands-san-francisco-02-21-2023/5497371/t,next_week
Bollywood Berkeley Afterparty,,"9:00 PM GMT-5,2:30 AM GMT-5",DNA Lounge,"375 11th St, San Francisco, CA",https://www.dnalounge.com/calendar/2023/02-25.html | https://dothebay.com/events/2023/2/25/bollywood-berkeley-afterparty-tickets | http://events.noisepop.com/events/2023/2/25/bollywood-berkeley-afterparty-tickets,next_week
Wattstax,,11:30 AM GMT-5,Alamo Drafthouse Cinema New Mission,"2550 Mission St, San Francisco, CA",https://dothebay.com/events/2023/2/25/wattstax-tickets,next_week
Princess Presents: RIHANNA,,,OASIS,"298 11th St, San Francisco, CA",https://www.eventbrite.com/e/princess-presents-rihanna-tickets-504837190627 | https://allevents.in/san%20francisco/princess-presents-rihanna/10000504837190627,next_week
Rockwell Saturdays,,,Rockwell,"3200 Fillmore St, San Francisco, CA",https://app.discotech.me/events/37294940-rockwell-saturdays-at-rockwell,next_week
The Headlands,,,Toni Rembe Theater,"San Francisco, CA",https://www.vividseats.com/the-headlands-tickets-san-francisco-american-conservatory-theater---toni-rembe-theater-2-25-2023--theater-arts-and-theater/production/4249504?utm_medium=organic&utm_source=google_eventsearch | https://www.ticketsource.com/2218866/The-Headlands | https://www.rateyourseats.com/mobile/tickets/events/the-headlands-february-25-2023-4263244,next_week
L+P Fridays,,9:30 PM GMT-5,Love+Propaganda,"85 Campton Pl, San Francisco, CA",https://app.discotech.me/events/37294116-lp-fridays-at-love-and-propaganda | https://dothebay.com/events/2023/2/24/l-p-fridays-tickets,next_week
Soul care reset for moms raising kids with mental health challenges_SanFran,,,Enjoy Spanish (via Zoom),"Flood Building, 870 Market Street Suites # 407 & 409 4th. floor, San Francisco, CA",https://allevents.in/san%20francisco/soul-care-reset-for-moms-raising-kids-with-mental-health-challenges_sanfran/10000440549905627,month
Paradise Blue,,,Aurora Theatre Company,"2081 Addison St, Berkeley, CA",https://go.evvnt.com/1509335-0?pid=6239 | https://otlcityguides.com/san-francisco-events/?_evDiscoveryPath=/event%2F1509335-paradise-blue | https://allevents.in/berkeley/paradise-blue/300036269596?ref=eventlist-cat-ongoing,month
Sander van Doorn,,,Halcyon SF,"314 11th St, San Francisco, CA",https://ra.co/events/1644702 | https://m.facebook.com/events/603174078287986/ | https://dice.fm/event/5xb88-sander-van-doorn-24th-feb-halcyon-sf-san-francisco-tickets | https://dothebay.com/events/2023/2/24/sander-van-doorn-tickets | https://app.discotech.me/events/37336530-sander-van-doorn-at-halcyon,month
Fleshgod Apocalypse + Obscura,,,DNA Lounge,"375 11th St, San Francisco, CA",https://www.dnalounge.com/calendar/2023/02-18a.html | https://www.kron4.com/community/calendar#!/details/Fleshgod-Apocalypse-Obscura-Thulcandra-Wolfheart/11222772/2023-02-18T18 | https://ra.co/events/1636006 | https://dothebay.com/events/2023/2/18/fleshgod-apocalypse-obscura-tickets | https://www.songkick.com/concerts/40802142-fleshgod-apocalypse-at-dna-lounge,month
Twiddle,,,"Harding Theater, 628 Divisadero St, San Francisco, CA",,https://www.ticketweb.com/event/twiddle-the-independent-tickets/12691255 | https://festivaly.eu/en/twiddle-the-independent-san-francisco-2023 | https://www.eventticketscenter.com/twiddle-san-francisco-02-25-2023/5453913/t | https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fevent%2Ftwiddle-the-independent-tickets%2F12691255 | http://theindependentsf.com/event/12691255/twiddle/,month
Sonoma Bach Bach at the Keyboard,,,Green Music Center,"1801 E Cotati Ave, Rohnert Park, CA",https://www.kron4.com/community/calendar/?_escaped_fragment_=/show/?start=2022-03-22#!/details/Sonoma-Bach-Bach-at-the-Keyboard/10645251/2023-02-18T15 | http://www.petaluma360.com/events#!/details/Sonoma-Bach-Bach-at-the-Keyboard/10645251/2023-02-18T15 | https://www.pressdemocrat.com/events/?_escaped_fragment_=/show/?start=2020-08-13#!/details/Sonoma-Bach-Bach-at-the-Keyboard/10645251/2023-02-18T15 | https://www.sonomanews.com/events/?_escaped_fragment_=/show/?ser=Enkidu%2520Wine#!/details/Sonoma-Bach-Bach-at-the-Keyboard/10645251/2023-02-18T15,month
Soul care reset for moms raising kids with mental health challenges_Fremont,,,Zoom Vision Care,"46324 Warm Springs Blvd UNIT 747, Fremont, CA",https://allevents.in/fremont/soul-care-reset-for-moms-raising-kids-with-mental-health-challenges_fremont/10000440588581307,month
Darrell Hammond,,9:45 PM GMT-5,The Punch Line San Francisco,"444 Battery St, San Francisco, CA",https://www.livenation.com/event/G5vYZ9b6QBkAM/darrell-hammond | https://local.aarp.org/event/dean-delray-2023-02-25-tm-san-francisco-ca.html | https://allevents.in/san%20francisco/darrell-hammond/200023889426056,month
Tourist,,,Public Works,"161 Erie St, San Francisco, CA",https://www.eventbrite.com/e/tourist-tickets-468904645417 | https://www.eventticketscenter.com/tourist-san-francisco-02-24-2023/5507272/t | https://www.closeseats.com/san-francisco/techno-electronic/tourist-tickets/5507272 | https://www.ticketsource.com/2210714/Tourist | https://www.kron4.com/community/calendar/?_escaped_fragment_=/show/?start=2022-04-02#!/details/Tourist/11174211/2023-02-24T21,month
Matteo Lane - LATE SHOW,,"9:30  GMT-5,11:30 PM GMT-5",Palace of Fine Arts,"3601 Lyon St, San Francisco, CA",https://www.axs.com/uk/events/446734/matteo-lane-tickets | https://www.palaceoffinearts.org/event/matteo-lane-late-show | https://m.facebook.com/events/795532744831284/?source=3&action_history=null | https://www.san-francisco-theater.com/theaters/palace-of-fine-arts/matteo-lane-customer-reviews.php | https://www.stubhub.com/matteo-lane-san-francisco-tickets-2-25-2023/event/150484113/,month
Fusion Night - Morocco-Bollywood,,"10:00 PM GMT-5,1:30 AM GMT-5",Origin,"1538 Fillmore St, San Francisco, CA",https://www.eventbrite.com/e/fusion-night-morocco-bollywood-tickets-525862838907 | https://allevents.in/mobile/amp-event.php?event_id=200024045151933,next_week
DOPE,,"6:30  GMT-5,11:30 PM GMT-5",The Fillmore,"1805 Geary Blvd, San Francisco, CA",https://festivaly.eu/en/static-x-rise-of-the-machine-2022-the-fillmore-san-francisco-2022 | https://www.eventticketscenter.com/static-x-san-francisco-02-25-2023/4837981/t | https://www.stagefronttickets.com/events/4273541/static-x-parking-tickets-fillmore-san-francisco-parking | https://allevents.in/san%20francisco/static-x-rise-of-the-machine-2023/210001643717599 | https://www.kron4.com/community/calendar/?_escaped_fragment_=/show/?start=2022-04-03#!/details/DOPE/10036196/2023-02-25T19,next_week
Don't Think I've Forgotten: Cambodia's Lost Rock & Roll,,,Balboa Theatre,"3630 Balboa St, San Francisco, CA",https://www.balboamovies.com/calendar-of-events/dont-think-ive-forgotten-cambodias-lost-rock-and-roll-5wsre | https://dothebay.com/events/2023/2/26/don-t-think-i-ve-forgotten-cambodia-s-lost-rock-and-roll-tickets,next_week
Nikki Nair,,,Monarch,"101 6th St, San Francisco, CA",https://www.eventbrite.com/e/garage-access-presents-nikki-nair-tickets-529759132827 | https://app.discotech.me/events/37348503-garage-access-presents-nikki-nair-at-monarch | https://allevents.in/san%20francisco/garage-access-presents-nikki-nair/10000529759132827 | https://ra.co/events/1651998 | https://dothebay.com/events/2023/2/25/nikki-nair-tickets,next_week
My Fair Lady,,"1:00  GMT-5,9:30 PM GMT-5",San Jose Center for the Performing Arts,"255 S Almaden Blvd, San Jose, CA",https://www.vividseats.com/my-fair-lady-tickets-san-jose-san-jose-center-for-performing-arts-2-26-2023--theater-musical/production/3909397?utm_medium=organic&utm_source=google_eventsearch | https://www.captainticket.com/CA/San-Jose-Events/Cheap-My-Fair-Lady-Tickets-San-Jose-Center-for-the-Performing-Arts-2023-02-26-13-00-00-2066855 | https://www.ticketsmarter.com/e/my-fair-lady-tickets-san-jose-2-26-2023-san-jose-center-for-the-performing-arts/5088871 | https://www.ticketsource.com/2101050/My-Fair-Lady | https://www.hisanjosehotel.com/events/san-jose/my-fair-lady-touring-audio-description-performance-6085346,next_week
Love Songs Through Time: Piano Sessions at the Beacon Grand,,,"Beacon Grand, A Union Square Hotel","450 Powell St, San Francisco, CA",https://dothebay.com/events/2023/2/23/love-songs-through-time-piano-sessions-at-the-beacon-grand-tickets | https://allevents.in/mobile/amp-event.php?event_id=200023929360606,next_week
SAFAERA THURSDAYS -REGGAETON • DEMBOW • PERREO • HIPHOP #badbunny,,,The Valencia Room,"647 Valencia St, San Francisco, CA",https://allevents.in/san%2520francisco/safaera-thursdays-reggaeton-%E2%80%A2-dembow-%E2%80%A2-perreo-%E2%80%A2-hiphop-badbunny/10000476753772367,next_week
Saturday Slaps,,,Arena SF,"2565 Mission St, San Francisco, CA",https://app.discotech.me/events/37294583-saturday-slaps-at-arena | https://www.eventbrite.com/e/arena-sf-20-saturday-slaps-21-tickets-528105938077 | https://allevents.in/san%20francisco/arena-sf-20-saturday-slaps-%7C-21/10000511392337247,next_week
Jerry Cantrell,,,The Midway,"900 Marin St, San Francisco, CA",https://www.tixr.com/groups/midwaysf/events/jerry-cantrell-w-thunderpussy-55183 | https://festivaly.eu/en/jerry-cantrell-the-midway-san-francisco-2023 | https://www.eventticketscenter.com/jerry-cantrell-san-francisco-02-22-2023/5422789/t | https://dothebay.com/events/2023/2/22/jerry-cantrell-w-thunderpussy-tickets | https://www.songkick.com/concerts/40731866-jerry-cantrell-at-midway,next_week
Redwood City Test Event,,,Redwood Downtown 20 and XD,"825 Middlefield Rd, Redwood City, CA",https://www.seetickets.com/event/redwood-city-test-event/century-20-downtown-redwood-city/2491396 | https://www.comparetheticketprice.com/event/redwood-city-test-event,next_week
Sultan + Shepard,,"9:30 PM GMT-5,12:00 AM GMT-5",Audio Nightclub,"316 11th St, San Francisco, CA",https://www.eventbrite.com/e/sultan-shepard-tickets-487865487807 | https://allevents.in/san%20francisco/sultan-shepard/10000487865487807 | https://dothebay.com/events/2023/2/25/sultan-shepard-at-audio-sf-tickets | https://www.songkick.com/concerts/40781893-sultan-shepard-at-audio | https://www.unation.com/event/sultan-shepard-13943133,month
Noise Pop 2023,,,Great American Music Hall,"859 O'Farrell St, San Francisco, CA",https://www.songkick.com/festivals/3276-noise-pop/id/40840478-noise-pop-2023?utm_medium=organic&utm_source=microformat | https://www.bandsintown.com/t/110001?festival=true&came_from=263&utm_medium=web&utm_source=festival_page&utm_campaign=ticket | https://www.oaklandhs.com/events/san-francisco/noise-pop-6083820 | https://www.danceus.org/event/166819222321324/noise-pop-san-francisco-ca/,month
Layton Giordani,,,Halcyon SF,"314 11th St, San Francisco, CA",https://dice.fm/event/3y5dp-layton-giordani-25th-feb-halcyon-sf-san-francisco-tickets | https://ra.co/events/1644704 | https://app.discotech.me/events/37342782-layton-giordani-at-halcyon,month
Diva Royale - Drag Queen Show San Francisco,,"1:30  GMT-5,2:30 PM GMT-5",LUV Nightclub & Event Space,"447 Broadway, San Francisco, CA",https://tixel.com/music-tickets/2023/02/26/diva-royale-drag-queen-show-san-2 | https://allevents.in/san%20francisco/diva-royale-drag-queen-show-san-francisco/10000158946293643 | https://www.eventbrite.com/e/diva-royale-drag-queen-show-san-francisco-tickets-158946293643?aff=ebdiayyoutube,month
Open Mike Eagle,,7:30 PM GMT-5,Neck of the Woods,"406 Clement St, San Francisco, CA",https://www.songkick.com/concerts/40677161-open-mike-eagle-at-neck-of-the-woods | https://www.unation.com/event/open-mike-eagle-14125920/ | https://www.stereoboard.com/open-mike-eagle-tickets/san-francisco,month
Magic City Hippies Winter Tour 2023,,,The Fillmore,"1805 Geary Blvd, San Francisco, CA",https://ticketmaster.evyy.net/c/253185/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fmagic-city-hippies-winter-tour-2023-san-francisco-california-02-23-2023%2Fevent%2F1C005D363E109075 | https://festivaly.eu/en/magic-city-hippies-winter-tour-2023-the-fillmore-san-francisco-2023 | https://www.closeseats.com/san-francisco/alternative/magic-city-hippies-tickets/5341167 | https://www.kron4.com/community/calendar/#!/details/CAPYAC-Magic-City-Hippies/10934093/2023-02-23T19 | https://dothebay.com/events/2023/2/23/magic-city-hippies-winter-tour-2023-tickets,month
UNiiQU3,,"9:30 PM GMT-5,3:30 AM GMT-5",Public Works,"161 Erie St, San Francisco, CA",https://www.eventbrite.com/e/noise-pop-30-and-grey-goose-present-heshethey-at-public-works-tickets-467918375457 | https://partyflock.nl/order_ticket/445491 | https://ra.co/events/1627845 | https://dothebay.com/events/2023/2/25/heshethey-uniiqu3-chippy-nonstop-tickets | https://www.songkick.com/concerts/40750305-uniiqu3-at-public-works,month
JOSE MARI CHAN and The COMPANY LOVE CONCERT,,"7:30  GMT-5,11:30 PM GMT-5",Historic BAL Theatre,"14808 E 14th St, San Leandro, CA",https://www.baltheatre.com/event/jose-mari-chan-and-the-company-love-concert/ | https://www.eventticketscenter.com/jose-mari-chan-the-company-love-san-leandro-02-18-2023/5451163/t | https://allevents.in/san%20leandro/jose-mari-chan-and-the-company-love-concert/210003418781761 | https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fjose-mari-chan-and-the-company-san-leandro-california-02-18-2023%2Fevent%2F1C005D77E10F4DB1 | https://www.kron4.com/community/calendar/#!/details/JOSE-MARI-CHAN-and-The-COMPANY-LOVE-CONCERT/11199106/2023-02-18T19,month
"J. K. Dineen, High Spirits: The Legacy Bars of San Francisco",,,Omnivore Books on Food,"3885 Cesar Chavez St, San Francisco, CA",https://dothebay.com/events/2023/2/25/j-k-dineen-high-spirits-the-legacy-bars-of-san-francisco-tickets,month
Bassem Youssef,,"7:30 PM GMT-5,9:45 PM GMT-5",Cobb's Comedy Club,"915 Columbus Ave, San Francisco, CA",https://www.eventticketscenter.com/bassem-youssef-san-francisco-02-24-2023/5472399/t | https://seatgeek.com/bassem-youssef-tickets/comedy/2023-02-24-7-30-pm/5892060 | https://dothebay.com/events/2023/2/24/bassem-youssef-tickets | https://www.ticketswap.com/event/bassem-youssef/01e53f18-b632-48b0-b11b-bbe33233f7ab | https://www.livenation.com/event/G5vYZ9b6-QJ8_/bassem-youssef,month
John Mellencamp,,,Golden Gate Theatre,"1 Taylor St, San Francisco, CA",https://www.axs.com/events/450817/john-mellencamp-tickets | https://www.eventticketscenter.com/john-mellencamp-san-francisco-03-18-2023/5347414/t | https://prf.hn/click/camref:1011l9QnS/destination:https://www.stubhub.com/john-mellencamp-san-francisco-tickets-3-18-2023/event/150493197/ | https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fevent%2FZ7r9jZ1AdbEA6 | https://www.goldengatetheatresf.com/events/john-mellencamp-2/,next_month
Robin Schulz,,,1015 Folsom,"1015 Folsom St, San Francisco, CA",https://www.seetickets.us/event/Robin-Schulz/525395 | https://festivaly.eu/en/robin-schulz-1015-folsom-san-francisco-2023 | https://www.eventticketscenter.com/robin-schulz-san-francisco-03-17-2023/5514237/t | https://www.closeseats.com/san-francisco/techno-electronic/robin-schulz-tickets/5514237 | https://dothebay.com/events/2023/3/17/robin-schulz-tickets,next_month
Champagne Cabaret: The Book of Love,,,Great Star Theater,"636 Jackson St, San Francisco, CA",https://feverup.com/m/124354 | https://www.greatstartheater.org/champagne-cabaret?aff=listing | https://fever.pxf.io/c/266168/1396783/16345?prodsku=124354&u=https%3A%2F%2Ffeverup.com%2Fm%2F124354&intsrc=CATF_10347 | https://eventseeker.com/venue/872350-great-star-theater-san-francisco | https://www.sfstation.com/the-great-star-theater-b264523,next_month
T.J. Miller: the Gentle Giant Tour,,,Cobb's Comedy Club,"915 Columbus Ave, San Francisco, CA",https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Ftj-miller-the-gentle-giant-tour-san-francisco-california-03-17-2023%2Fevent%2F1C005E29F09D5990 | https://www.livenation.com/event/G5vYZ9xEYE4J8/t-j-miller-the-gentle-giant-tour | https://local.aarp.org/event/tj-miller-2023-03-17-tm-san-francisco-ca.html,next_month
Paul van Dyk,,,Public Works,"161 Erie St, San Francisco, CA",https://www.insomniac.com/events/paul-van-dyk-2023-03-10-san-francisco-ca/ | https://www.eventbrite.com/e/dreamstate-presents-paul-van-dyk-tickets-506779269437 | https://partyflock.nl/order_ticket/447554 | https://allevents.in/san%20francisco/dreamstate-presents-paul-van-dyk-publicworks-sf/200023922902746 | https://dothebay.com/events/2023/3/10/paul-van-dyk-tickets,next_month
The Travelers,,,Magic Theatre,"Landmark Building D, Fort Mason Center, 2 Marina Blvd, San Francisco, CA",https://magictheatre.secure.force.com/ticket/#/events/a0S6e00000jLoGQEA0 | https://www.theatermania.com/shows/san-francisco-theater/the-travelers_420892 | https://datebook.sfchronicle.com/event/theater/magic-theatres-the-travelers/ | https://dothebay.com/events/2023/2/15/magic-theatre-season-2023-the-travelers-by-luis-alfaro-tickets | https://www.sfstation.com/magic-theatre-b843,next_month
Toxic Thots Comedy: a standup show in a plant store,,"8:00 PM GMT-5,9:30 PM GMT-5",Planterday,"6004 College Ave, Oakland, CA",https://www.eventbrite.com/e/toxic-thots-comedy-a-standup-show-in-a-plant-store-tickets-528865319407 | https://allevents.in/oakland/toxic-thots-comedy-a-standup-show-in-a-plant-store/10000528865319407,next_month
Vini Vici,,,Public Works,"161 Erie St, San Francisco, CA",https://www.insomniac.com/events/vini-vici-2023-03-03-san-francisco-ca/ | https://partyflock.nl/order_ticket/447552 | https://dothebay.com/events/2023/3/3/vini-vici-tickets | http://events.noisepop.com/events/2023/3/3/vini-vici-tickets | https://appic.events/en/event/dreamstate-vini-vici,next_month
The Headlands,,,Toni Rembe Theater,"San Francisco, CA",https://www.act-sf.org/whats-on/202223-season/the-headlands/ | https://www.theatermania.com/shows/san-francisco-theater/the-headlands_390826 | https://encorespotlight.com/event/american-conservatory-theater-the-headlands-2023/ | https://www.san-francisco-theater.com/theaters/toni-rembe-theatre/the-headlands.php | https://www.rateyourseats.com/mobile/tickets/events/the-headlands-february-9-2023-4249486,next_month
Deorro,,,The Midway,"900 Marin St, San Francisco, CA",https://www.insomniac.com/events/deorro-2023-03-11-san-francisco-ca/ | https://www.eventticketscenter.com/deorro-san-francisco-03-11-2023/5543937/t | https://www.closeseats.com/san-francisco/techno-electronic/deorro-tickets/5543937 | https://dothebay.com/events/2023/3/11/insomniac-presents-deorro-tickets | https://www.tixr.com/groups/midwaysf/events/insomniac-presents-deorro-60547,next_month
Mtt Conducts Mahler 6,,,"Davies Symphony Hall, 201 Van Ness Ave, San Francisco, CA",,https://www.ticketpickers.shop/events/san-francisco-symphony-mahler-no-6_san-francisco-ca_davies-symphony-hall_2023-03-30-10-00-00/2202419 | https://www.stagefronttickets.com/events/4017400/san-francisco-symphony-mtt-conducts-mahler-6-tickets-davies-symphony-hall | https://ticketron.com/tickets/5325302/san-francisco-symphony-michael-tilson-thomas-mahler-6-open-rehearsal-tickets-thu-mar-30-2023-davies-symphony-hall | https://www.ticketsmarter.com/e/san-francisco-symphony-michael-tilson-thomas-mahler-6-open-rehearsal-tickets-san-francisco-3-30-2023-davies-symphony-hall/5325302 | https://seatgeek.com/san-francisco-symphony-open-rehearsal-michael-tilson-thomas-conducts-mahler-6-tickets/orchestral/2023-03-30-10-am/5782581,next_month
Amadou & Mariam,,"8:00 PM GMT-5,7:30 PM GMT-5",SFJAZZ,"201 Franklin St, San Francisco, CA",https://www.songkick.com/concerts/40649600-amadou-and-mariam-at-sf-jazz-festival?utm_medium=organic&utm_source=microformat | https://www.eventticketscenter.com/amadou-mariam-san-francisco-03-18-2023/5570277/t | https://www.kron4.com/community/calendar/?_escaped_fragment_=/show/?start=2022-03-29#!/details/Amadou-Mariam/10898776/2023-03-18T20 | https://bayarearegistry.com/event/amadou-mariam/2023-03-18/,next_month
,,,Simplilearn Americas Inc.,"201 Spear St #1100, San Francisco, CA",https://www.simplilearn.com/aws-cloud-architect-certification-training-course-in-san-francisco-city,next_month
Central Cee,,,The New Parish,"1743 San Pablo Ave, Oakland, CA",https://www.axs.com/events/442988/central-cee-tickets | https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fevent%2Fcentral-cee-the-new-parish-tickets%2F12348355%3FREFERRAL_ID%3Dtmfeed | https://www.kron4.com/community/calendar/?_escaped_fragment_=/show/?start=2022-02-24#!/details/Central-Cee/10680246/2023-02-28T21 | https://www.ticketweb.com/event/central-cee-the-new-parish-tickets/12348355 | https://dothebay.com/events/2023/2/28/central-cee-tickets,next_month
JP Cooper,,,Great American Music Hall,"859 O'Farrell St, San Francisco, CA",https://wl.seetickets.us/event/JP-Cooper/505502 | https://www.eventticketscenter.com/jp-cooper-san-francisco-03-10-2023/5321363/t | https://www.closeseats.com/san-francisco/pop-rock-concerts/jp-cooper-tickets/5321363 | https://www.concertarchives.org/concerts/jp-cooper-208171d0-e93c-4c67-98cb-f2dcbf16e5b4#ticket-section | https://www.greatmusichall.com/events/jp-cooper/,next_month
